0.000,0.083,0.667,2.250,5.333,10.417,18.000,28.583,42.667,60.750,83.333,110.917,144.000,183.083,228.667,281.250,341.333,409.417,486.000,571.583,666.667,771.750,887.333,1013.917,1152.000,1302.083,1464.667,1640.250,1829.333,2032.417,2250.000,2482.583,2730.667,2994.750,3275.333,3572.917,3888.000,4221.083,4572.667,4943.250,5333.333,5743.417,6174.000,6625.583,7098.667,7593.750,8111.333,8651.917,9216.000,9804.083,10416.667,11054.250,11717.333,12406.417,13122.000,13864.583,14634.667,15432.750,16259.333,17114.917,18000.000,18915.083,19860.667,20837.250,21845.333,22885.417,23958.000,25063.583,26202.667,27375.750,28583.333,29825.917,31104.000,32418.083,33768.667,35156.250,36581.333,38044.417,39546.000,41086.583,42666.667,44286.750,45947.333,47648.917,49392.000,51177.083,53004.667,54875.250,56789.333,58747.417,60750.000,62797.583,64890.667,67029.750,69215.333,71447.917,73728.000,76056.083,78432.667,80858.250,83333.333
0.083,0.750,2.333,4.417,7.500,12.083,18.667,27.750,39.833,55.417,75.000,99.083,128.167,162.750,203.333,250.417,304.500,366.083,435.667,513.750,600.833,697.417,804.000,921.083,1049.167,1188.750,1340.333,1504.417,1681.500,1872.083,2076.667,2295.750,2529.833,2779.417,3045.000,3327.083,3626.167,3942.750,4277.333,4630.417,5002.500,5394.083,5805.667,6237.750,6690.833,7165.417,7662.000,8181.083,8723.167,9288.750,9878.333,10492.417,11131.500,11796.083,12486.667,13203.750,13947.833,14719.417,15519.000,16347.083,17204.167,18090.750,19007.333,19954.417,20932.500,21942.083,22983.667,24057.750,25164.833,26305.417,27480.000,28689.083,29933.167,31212.750,32528.333,33880.417,35269.500,36696.083,38160.667,39663.750,41205.833,42787.417,44409.000,46071.083,47774.167,49518.750,51305.333,53134.417,55006.500,56922.083,58881.667,60885.750,62934.833,65029.417,67170.000,69357.083,71591.167,73872.750,76202.333,78580.417,81007.500
0.667,1.333,4.500,8.583,13.167,18.750,25.833,34.917,46.500,61.083,79.167,101.250,127.833,159.417,196.500,239.583,289.167,345.750,409.833,481.917,562.500,652.083,751.167,860.250,979.833,1110.417,1252.500,1406.583,1573.167,1752.750,1945.833,2152.917,2374.500,2611.083,2863.167,3131.250,3415.833,3717.417,4036.500,4373.583,4729.167,5103.750,5497.833,5911.917,6346.500,6802.083,7279.167,7778.250,8299.833,8844.417,9412.500,10004.583,10621.167,11262.750,11929.833,12622.917,13342.500,14089.083,14863.167,15665.250,16495.833,17355.417,18244.500,19163.583,20113.167,21093.750,22105.833,23149.917,24226.500,25336.083,26479.167,27656.250,28867.833,30114.417,31396.500,32714.583,34069.167,35460.750,36889.833,38356.917,39862.500,41407.083,42991.167,44615.250,46279.833,47985.417,49732.500,51521.583,53353.167,55227.750,57145.833,59107.917,61114.500,63166.083,65263.167,67406.250,69595.833,71832.417,74116.500,76448.583,78829.167
2.250,2.417,6.583,13.250,20.833,28.917,38.000,48.583,61.167,76.250,94.333,115.917,141.500,171.583,206.667,247.250,293.833,346.917,407.000,474.583,550.167,634.250,727.333,829.917,942.500,1065.583,1199.667,1345.250,1502.833,1672.917,1856.000,2052.583,2263.167,2488.250,2728.333,2983.917,3255.500,3543.583,3848.667,4171.250,4511.833,4870.917,5249.000,5646.583,6064.167,6502.250,6961.333,7441.917,7944.500,8469.583,9017.667,9589.250,10184.833,10804.917,11450.000,12120.583,12817.167,13540.250,14290.333,15067.917,15873.500,16707.583,17570.667,18463.250,19385.833,20338.917,21323.000,22338.583,23386.167,24466.250,25579.333,26725.917,27906.500,29121.583,30371.667,31657.250,32978.833,34336.917,35732.000,37164.583,38635.167,40144.250,41692.333,43279.917,44907.500,46575.583,48284.667,50035.250,51827.833,53662.917,55541.000,57462.583,59428.167,61438.250,63493.333,65593.917,67740.500,69933.583,72173.667,74461.250,76796.833
5.333,4.500,9.167,17.833,29.000,41.083,53.667,67.250,82.333,99.417,119.000,141.583,167.667,197.750,232.333,271.917,317.000,368.083,425.667,490.250,562.333,642.417,731.000,828.583,935.667,1052.750,1180.333,1318.917,1469.000,1631.083,1805.667,1993.250,2194.333,2409.417,2639.000,2883.583,3143.667,3419.750,3712.333,4021.917,4349.000,4694.083,5057.667,5440.250,5842.333,6264.417,6707.000,7170.583,7655.667,8162.750,8692.333,9244.917,9821.000,10421.083,11045.667,11695.250,12370.333,13071.417,13799.000,14553.583,15335.667,16145.750,16984.333,17851.917,18749.000,19676.083,20633.667,21622.250,22642.333,23694.417,24779.000,25896.583,27047.667,28232.750,29452.333,30706.917,31997.000,33323.083,34685.667,36085.250,37522.333,38997.417,40511.000,42063.583,43655.667,45287.750,46960.333,48673.917,50429.000,52226.083,54065.667,55948.250,57874.333,59844.417,61859.000,63918.583,66023.667,68174.750,70372.333,72616.917,74909.000
10.417,8.083,12.750,22.917,37.083,53.750,71.333,89.417,108.500,129.083,151.667,176.750,204.833,236.417,272.000,312.083,357.167,407.750,464.333,527.417,597.500,675.083,760.667,854.750,957.833,1070.417,1193.000,1326.083,1470.167,1625.750,1793.333,1973.417,2166.500,2373.083,2593.667,2828.750,3078.833,3344.417,3626.000,3924.083,4239.167,4571.750,4922.333,5291.417,5679.500,6087.083,6514.667,6962.750,7431.833,7922.417,8435.000,8970.083,9528.167,10109.750,10715.333,11345.417,12000.500,12681.083,13387.667,14120.750,14880.833,15668.417,16484.000,17328.083,18201.167,19103.750,20036.333,20999.417,21993.500,23019.083,24076.667,25166.750,26289.833,27446.417,28637.000,29862.083,31122.167,32417.750,33749.333,35117.417,36522.500,37965.083,39445.667,40964.750,42522.833,44120.417,45758.000,47436.083,49155.167,50915.750,52718.333,54563.417,56451.500,58383.083,60358.667,62378.750,64443.833,66554.417,68711.000,70914.083,73164.167
18.000,13.667,17.833,29.000,45.667,66.333,89.500,113.583,138.167,163.750,190.833,219.917,251.500,286.083,324.167,366.250,412.833,464.417,521.500,584.583,654.167,730.750,814.833,906.917,1007.500,1117.083,1236.167,1365.250,1504.833,1655.417,1817.500,1991.583,2178.167,2377.750,2590.833,2817.917,3059.500,3316.083,3588.167,3876.250,4180.833,4502.417,4841.500,5198.583,5574.167,5968.750,6382.833,6816.917,7271.500,7747.083,8244.167,8763.250,9304.833,9869.417,10457.500,11069.583,11706.167,12367.750,13054.833,13767.917,14507.500,15274.083,16068.167,16890.250,17740.833,18620.417,19529.500,20468.583,21438.167,22438.750,23470.833,24534.917,25631.500,26761.083,27924.167,29121.250,30352.833,31619.417,32921.500,34259.583,35634.167,37045.750,38494.833,39981.917,41507.500,43072.083,44676.167,46320.250,48004.833,49730.417,51497.500,53306.583,55158.167,57052.750,58990.833,60972.917,62999.500,65071.083,67188.167,69351.250,71560.833
28.583,21.750,24.917,36.583,55.250,79.417,107.583,138.250,169.833,201.917,235.000,269.583,306.167,345.250,387.333,432.917,482.500,536.583,595.667,660.250,730.833,807.917,892.000,983.583,1083.167,1191.250,1308.333,1434.917,1571.500,1718.583,1876.667,2046.250,2227.833,2421.917,2629.000,2849.583,3084.167,3333.250,3597.333,3876.917,4172.500,4484.583,4813.667,5160.250,5524.833,5907.917,6310.000,6731.583,7173.167,7635.250,8118.333,8622.917,9149.500,9698.583,10270.667,10866.250,11485.833,12129.917,12799.000,13493.583,14214.167,14961.250,15735.333,16536.917,17366.500,18224.583,19111.667,20028.250,20974.833,21951.917,22960.000,23999.583,25071.167,26175.250,27312.333,28482.917,29687.500,30926.583,32200.667,33510.250,34855.833,36237.917,37657.000,39113.583,40608.167,42141.250,43713.333,45324.917,46976.500,48668.583,50401.667,52176.250,53992.833,55851.917,57754.000,59699.583,61689.167,63723.250,65802.333,67926.917,70097.500
42.667,32.833,34.500,46.167,66.333,93.500,126.167,162.833,202.000,242.083,282.667,324.250,367.333,412.417,460.000,510.583,564.667,622.750,685.333,752.917,826.000,905.083,990.667,1083.250,1183.333,1291.417,1408.000,1533.583,1668.667,1813.750,1969.333,2135.917,2314.000,2504.083,2706.667,2922.250,3151.333,3394.417,3652.000,3924.583,4212.667,4516.750,4837.333,5174.917,5530.000,5903.083,6294.667,6705.250,7135.333,7585.417,8056.000,8547.583,9060.667,9595.750,10153.333,10733.917,11338.000,11966.083,12618.667,13296.250,13999.333,14728.417,15484.000,16266.583,17076.667,17914.750,18781.333,19676.917,20602.000,21557.083,22542.667,23559.250,24607.333,25687.417,26800.000,27945.583,29124.667,30337.750,31585.333,32867.917,34186.000,35540.083,36930.667,38358.250,39823.333,41326.417,42868.000,44448.583,46068.667,47728.750,49429.333,51170.917,52954.000,54779.083,56646.667,58557.250,60511.333,62509.417,64552.000,66639.583,68772.667
60.750,47.417,47.083,58.250,79.417,109.083,145.750,187.917,234.083,282.750,332.333,382.417,433.500,486.083,540.667,597.750,657.833,721.417,789.000,861.083,938.167,1020.750,1109.333,1204.417,1306.500,1416.083,1533.667,1659.750,1794.833,1939.417,2094.000,2259.083,2435.167,2622.750,2822.333,3034.417,3259.500,3498.083,3750.667,4017.750,4299.833,4597.417,4911.000,5241.083,5588.167,5952.750,6335.333,6736.417,7156.500,7596.083,8055.667,8535.750,9036.833,9559.417,10104.000,10671.083,11261.167,11874.750,12512.333,13174.417,13861.500,14574.083,15312.667,16077.750,16869.833,17689.417,18537.000,19413.083,20318.167,21252.750,22217.333,23212.417,24238.500,25296.083,26385.667,27507.750,28662.833,29851.417,31074.000,32331.083,33623.167,34950.750,36314.333,37714.417,39151.500,40626.083,42138.667,43689.750,45279.833,46909.417,48579.000,50289.083,52040.167,53832.750,55667.333,57544.417,59464.500,61428.083,63435.667,65487.750,67584.833
